	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646034	SRR1646035	SRR1646036	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Biologically_active_compounds_in_metazoan_cell_defence_and_differentiation	0.0419549618	0.0112859926	0.007458078	0.0171342788	0.0067043018	0.0053061244	0.007064967	0.0251849829	0.016357423	0.0098932783	0.0253478845	0.0228459175	0.0060622486	0.0300596656	0.0468624861	0.0149304667	0	0.069450187	0	0	0.0473036897	0	0.031191887	0.0205359769	0.0117877168	0.0191901046	0.0501647859	0.0250175059	0.0190997328	0.0072803253	0.0161732126	0.0566227695	0.0191679389	0.0106012849	0.0023947158	0.0194681627	0.009460754	0.004259971	0.0062569795	0.0217855222	0.0184528189	0.0324799898	0.0202048244	0.017408996	0.0262328147	0.0390492856	0.0158861402	0.0391466878	0.0281402624	0.0735196212	0.0213177851	0.0531910259	0.0325781423	0.032060793	0.0410853702	0.030863779	0.0687025952	0.0370200155	0.0163695872	0.0667341	0.0318854	0.071829	0.0662575	0.0820711	0.15399	0.170625	0.0607375	0.0603352	0.124707	0.0851602	0.102573	0.141944	0.13047	0.117774	0.0595881	0.0533756	0.120548	0.113013	0.0877782	0.0610516	0.0602277	0.159543	0.0751627	0.0918625	0.095169	0.0463966	0.0960961	0.10364	0.0944766	0.0996612	0.0959861	0.0703971	0.0757665	0.119842	0.0984413	0.0946728	0.111117	0.127134	0.0754069	0.117764	0.0605891	0.0602118
Biosynthesis_of_galactoglycans_and_related_lipopolysacharides	0.2667460873	0.1198821221	0.1693549406	0.3549168769	0.1163722144	0.153409064	0.0977263548	0.1401564718	0.2822034396	0.1408325288	0.3055720452	0.3127213827	0.2413012676	0.3692234397	0.2743265077	0.1279754287	0.1533007569	0.3141683333	0.1594896332	0.5524861878	0.3153579313	0.4830917874	0.2683182218	0.0835368342	0.0753126239	0.1392596317	0.3492858602	0.0465676838	0.1223717878	0.0619409199	0.2523671057	0.2784645898	0.1054282959	0.0954501668	0.0207891758	0.145017028	0.069715558	0.0255202506	0.0461509817	0.2262824122	0.1077279371	0.0704602012	0.1235230398	0.205468792	0.1705057962	0.3887159631	0.1492353207	0.2387438237	0.1877356219	0.3296061001	0.1741783832	0.2740883812	0.1693383259	0.2423183243	0.3206338523	0.2362694579	0.2695361892	0.3342901719	0.219795688	0.578164	0.284523	0.576959	0.545551	0.72859	0.964141	1.08288	0.331886	0.569285	0.942381	0.695994	0.753875	0.924412	0.966463	0.769258	0.680998	0.365687	0.874825	0.930326	0.779954	0.576477	0.515579	0.998698	0.637575	0.652841	0.671722	0.735156	0.586731	0.748402	0.812605	0.695864	0.714494	0.528048	0.578693	0.929329	1.02127	0.664811	0.542428	0.90365	0.737878	0.838818	0.895019	0.605078
Biosynthesis_of_phenylpropanoids	0.0349105244	0.0097152115	0.0176459036	0.0116671645	0.0077795139	0.0029835604	0.0080866126	0.0163074647	0.0154732379	0.0253686879	0.0098993153	0.008899806	0.0789280994	0	0.0306505695	0.0042658476	0	0.000558934	0	0	0	0	0	0.0004290655	0.0002570684	0.0007020741	0.0016214568	0.0001019682	0.0002980243	8.53E-05	8.46E-05	0.0004731603	0.0002617901	0.000173623	0.0007922617	0.0003512866	0.0003178362	0.0013982779	0.0001815405	0.00050358	0.0008167514	0.0122213187	0.0007075291	0.0002637968	0.0003069373	0.0005758446	0.0004608748	0.0013532337	0.0033099317	0.0016193989	0.0275115914	0.0037655919	0.0043654386	0.0035600638	0.002873648	0.0027931567	0.0049889732	0.0029386138	0.0025323508	0.000416438	0.00281126	0.00147772	0.0025785	0.0011189	0.000188569	2.60E-05	0.000530539	0.000667624	0.000221007	9.64E-05	0.00042311	0.000226302	0.00012216	0.0015723	0.000188419	0.00392784	0.000803768	0.00035614	0.00161139	0.000949148	0.00103572	0.000624774	0.00059984	0.00102865	0.000522776	0.00131677	0.000309464	0.000382261	0.000463017	0.000722084	0.000881947	0.00166944	0.000977875	0.000366018	0.000384941	0.000854465	0.000976987	0.000753857	0.000778247	0.000225636	0.000308128	0.00118859
Biotin	0.6449359646	0.5515256936	0.7339581186	0.8053047863	0.97254315	0.7883083033	0.5657847179	0.5432126964	1.0043810076	0.4277602053	0.8576373153	0.7877811213	0.669280756	0.547126131	0.6555735619	0.6836325521	0.5581105682	0.5957943252	0.4865383155	0.5524861878	0.3437401451	0	0.5799676408	0.7019882476	0.6010234875	0.7023600704	0.6984356697	0.5459788572	0.6276320836	0.6358306773	0.7128265897	0.5634315369	0.6335321086	1.0257993883	0.5417482128	0.7171002033	0.5483527758	0.4991158149	0.6285229036	0.6022244644	0.5356127991	0.4644880709	0.5076405674	0.6025942933	0.7223695969	0.5943734	0.498315333	0.5360304036	0.5137631019	0.4968626203	0.5595839372	0.5670642639	0.5468451665	0.4401357831	0.5389837728	0.5055851586	0.5463873141	0.5057500075	0.5623674679	0.63345	0.563691	0.696699	0.734732	0.740432	0.800976	0.914349	0.720857	0.706527	0.734683	0.707847	0.718832	0.902947	0.789746	0.734913	0.604801	0.590585	0.781607	0.74914	0.800456	0.73029	0.681672	0.764018	0.681247	0.695011	0.780301	0.614505	0.909984	0.703793	0.719345	0.833695	0.647089	0.727535	0.721072	0.788814	0.70878	0.709288	0.768408	0.757433	0.756576	0.80677	0.679045	0.665423
Branched-chain_amino_acids	1.681805009	0.6501097718	0.8865017513	0.9228816224	0.9878479957	0.9023007206	0.6346716098	0.9918726898	1.0808433995	0.3774770691	1.055371039	0.9486527399	0.6910263572	1.0908819849	1.6760945649	0.7887430375	0.9966415686	1.0019361183	0.7236392416	1.1049723757	0.7634289919	0.1207729469	1.0223309714	1.274428536	1.1547787724	1.1192461499	0.9690736954	1.2058205119	1.2149555129	1.0529839986	1.2072572915	1.0557589181	1.3070166332	1.0433913616	1.0715603325	1.1859714458	1.1373939265	1.0317216551	0.8976437808	1.1782727797	1.1841136012	0.9994599018	1.1040055494	1.2316245214	1.23853906	1.1541014875	1.2746679995	0.8023584859	0.7096857337	0.7892682776	0.7266380554	0.6991877958	0.6409272428	0.6208837799	0.8640445557	0.6742128527	0.792072601	0.8088500191	0.8679717506	0.8161	0.945904	0.744861	0.753517	0.561753	0.529701	0.478002	1.17588	0.667858	0.456447	0.765816	0.612135	0.551641	0.552016	0.68078	0.811176	0.797709	0.541701	0.562273	0.64503	0.597367	0.622833	0.592612	0.498922	0.714	0.64495	0.7726	0.628739	0.671835	0.644491	0.641815	0.590138	0.625973	0.730856	0.576325	0.619285	0.66682	0.753328	0.536284	0.680805	0.607998	0.564215	0.581815
Capsular_and_extracellular_polysacchrides	1.8859467049	7.9841733096	2.4252915655	2.2617899743	2.0828228439	4.021179418	4.0979325782	1.9513781183	1.9717673406	1.9276477389	2.8049699476	2.3941033167	2.3531664317	2.131555631	1.9376775088	2.1715133259	2.7217949554	2.2009865093	1.9537480064	2.9465930018	2.2898139388	2.1739130435	1.9888996957	2.3104608501	2.1040045688	1.8417880958	2.1547588169	2.4003342833	2.2321244193	2.252952811	1.9475869573	2.1410828047	2.0962929899	1.5754768944	1.9675906794	1.8596483476	2.4638324933	2.1775343272	2.0594442404	2.0948320365	2.4070810285	2.0122623566	2.2090784686	2.3192555678	2.0768314218	2.0380086949	2.4568144825	2.0609703669	1.8791097473	2.1953925194	1.8243201122	1.8136126895	1.7021079398	1.6929010934	2.0534109067	1.9224541002	1.9801819859	2.2277052875	1.9830772839	2.08013	2.117	2.21947	2.05486	2.20068	2.32042	2.21138	1.36952	1.83214	2.33743	2.19557	2.34782	2.24899	2.13184	2.26072	2.31358	1.75477	2.21646	2.11835	2.00348	1.88941	1.79922	2.25321	1.94978	2.05313	1.9898	2.12786	1.68661	2.06565	2.06769	1.97425	2.08859	1.86195	1.99668	2.12922	2.1384	2.04627	2.04845	2.28666	2.22573	2.13278	2.14029	1.97255
Carotenoid_biosynthesis	0.0056445974	0.002367335	0.0205182469	0.0062140298	0.0007133722	0.0015380345	0.0121162477	0.002502648	0.0085264342	0.0095382689	0.0068728829	0.0052000295	0.0076169761	0.0204178861	0.005418271	0.0039377055	0	0.0024071424	0	0	0	0	0.0014278575	0.0004635148	0.0006310204	0.0008202661	0.0013761836	0.0005240473	0.0005434273	0.0004773608	0.0016788262	0.0009664709	0.0004653757	0.0008166195	0.000634497	0.00054158	0.0007976205	0.0003034028	0.0019903225	0.0004498789	0.000950038	0.0009826207	0.0007407758	0.0004379269	0.0010486869	0.0006564584	0.0004468843	0.0022683077	0.0021997862	0.0017203913	0.0049855678	0.001970587	0.0019825836	0.0015962932	0.0027685413	0.0034944055	0.0031584976	0.0037290745	0.0053978498	0.00175115	0.00138893	0.0023633	0.00285568	0.00194882	0.00550852	0.00276961	0.00126309	0.00360783	0.000722815	0.00115572	0.0021937	0.00347993	0.0030774	0.00409783	0.000800742	0.00106137	0.00269798	0.00138656	0.00216984	0.000918263	0.0018026	0.00296931	0.00180486	0.00211584	0.00327492	0.00171121	0.00173427	0.00408641	0.00201108	0.0026847	0.00336094	0.00190267	0.0024378	0.00307377	0.0014714	0.00312306	0.005423	0.00321295	0.00276859	0.00337298	0.000615506	0.00165572
Catabolism_of_an_unknown_compound	0.0006275307	0	0.0002755646	0.0031272453	0	0	0	0	0.0026525551	0.0004161952	0.0037357846	0.0010679767	0	0.006805962	0.0005339039	0	0	0	0	0	0	0	0.0071392875	2.63E-05	9.72E-05	5.75E-05	0.0005851577	0	0	0	7.39E-05	4.79E-05	2.50E-05	5.48E-05	2.10E-05	0	4.19E-05	5.45E-05	0	4.20E-05	0	2.97E-05	0	0.000442809	0	0	0	0.0013833055	0.0020087862	0.0013671308	0.0006628385	0.0018345191	0.001763734	0.0011912001	0.0014796827	0.0011928071	0.0012600985	0.0013757232	0.0008464664	2.54E-05	0	4.26E-05	5.82E-05	4.19E-05	0	7.30E-06	7.10E-05	0.000379448	0	0.000179145	4.88E-05	5.38E-05	9.26E-06	5.79E-05	9.79E-07	2.50E-05	6.28E-06	2.50E-05	8.99E-05	0.000289453	0	1.17E-05	4.65E-06	1.41E-05	9.02E-06	2.34E-05	1.56E-05	2.52E-05	4.56E-05	0.000156374	1.42E-05	4.97E-05	0.0001399	6.15E-05	1.19E-05	6.08E-05	5.97E-05	0.00014561	4.80E-05	0	0	5.67E-05
Cell_Division	0.6967750061	0.3690394739	0.687212255	0.7950922697	0.6455507612	0.5872652113	0.538001834	0.490208321	0.8637520599	0.9100101335	0.4690515036	0.5011368584	1.0080097763	1.0182456322	0.672212545	0.4509037289	0.4567230221	0.6185976677	0.4224163835	0.9208103131	0.6894359189	0.96968424	0.5286819865	0.2425622029	0.4029085614	0.3571059025	0.347448066	0.3194842938	0.3795689607	0.3977045672	0.5376321437	0.4982998548	0.2568920304	0.3474427512	0.43292095	0.3841078693	0.2830751997	0.4560985825	0.4764826211	0.4020097841	0.3224800083	0.3729882135	0.4838330563	0.386824626	0.4954250039	0.5460169534	0.3472870031	0.4632306987	0.501943969	0.4755595482	0.4623820766	0.5099420624	0.5662255712	0.5005109161	0.5139945019	0.574272451	0.5168027466	0.5318467428	0.5011748091	0.631365	0.494087	0.502606	0.512356	0.547825	0.57727	0.553513	0.793851	0.722678	0.478305	0.624461	0.623592	0.59315	0.51931	0.520085	0.676452	0.65045	0.520093	0.566408	0.579248	0.62223	0.777276	0.524084	0.863217	0.639713	0.601517	0.625575	0.599186	0.570013	0.591808	0.591228	0.589016	0.687979	0.565347	0.547941	0.669997	0.608402	0.673758	0.517795	0.545487	0.5896	0.442512	0.646223
Cell_wall_of_Mycobacteria	0.0018330502	0	0.00053582	0.0012233301	0	0.0001250031	0.0003413028	4.29E-05	0.0019894163	0	0.0015230932	0.0016019651	0	0.006805962	0.0026470865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-05	5.00E-05	0	2.10E-05	0	4.19E-05	0	0	0	0	2.97E-05	3.46E-05	0	0	0	0	0.0001804312	0.0005136101	0	0.0001274689	0.0009776056	0.0009714316	0.0010341782	4.11E-05	0.0002982018	4.42E-05	0.0002116497	0.0001825712	9.22E-06	0	1.85E-05	9.94E-06	9.68E-06	1.65E-06	0	0.000263968	1.63E-05	0	2.31E-06	0	1.43E-06	3.71E-06	0	0	4.01E-05	1.42E-05	0	3.91E-05	5.87E-06	0	7.79E-06	4.65E-06	1.97E-05	1.37E-05	2.12E-05	1.96E-06	3.59E-05	1.21E-05	5.46E-06	2.79E-05	2.81E-05	0.000168687	1.94E-05	1.48E-05	2.22E-05	0.00912	2.19E-06	0	0.000202419	2.83E-05	5.54E-05
Central_carbohydrate_metabolism	5.1336054813	2.698653249	2.831876503	3.6226156806	4.4674558496	3.6525063323	3.4681130348	3.9612205212	3.336499619	3.1729363524	3.8636527434	3.2914342317	3.0799019741	2.530700215	5.1271047795	4.2079634508	3.9657033487	3.7856798878	4.5277861566	5.0644567219	3.7212718336	4.48945633	3.4309167152	4.4338886512	4.4144626979	4.1847471513	3.8656581894	4.6736725898	4.6812624041	4.8717030173	4.4972133879	4.1530426609	4.4937822967	3.5948646068	4.4756120279	3.9487969508	5.0046633198	4.9346432302	5.011434452	4.3756487261	4.7813837332	4.4007350356	4.7636354094	4.1803565487	4.1306153009	4.0266555009	4.5493395991	3.4058082025	3.5989735258	3.3666105689	3.7427344175	3.7900537518	3.7627177198	3.7487479345	3.5780890872	3.7314895859	3.3686166489	3.4097897265	3.5363482034	3.35664	3.44173	3.19308	3.28825	3.24374	3.06919	2.87881	3.13833	3.45252	2.91284	3.25878	3.10723	3.17592	3.02806	3.13874	3.35804	3.38785	3.10999	3.02209	3.22287	3.22551	3.23186	3.02717	3.14072	3.27136	3.21091	3.36241	3.27734	3.18776	3.04448	3.28919	3.01783	3.48571	3.22979	3.02881	2.81251	3.22063	3.19693	3.03268	3.18882	3.24281	3.13283	3.21748
Chemotaxis_response_regulators	0.0055608029	0.0074372028	0.0070651698	0.0213478489	0.0132775675	0.0073126828	0.0184303486	0.0009860912	0.0110523128	0.0040394054	0.0215611776	0.0187785906	0.0095094096	0.006805962	0.0065680219	0	0	0	0	0	0	0	0	7.45E-05	0.0003186352	8.63E-05	0	2.55E-05	0.000123097	0.0002664472	1.85E-05	2.39E-05	0.0001499498	0.0003015558	4.19E-05	4.47E-05	0.0001746353	0.0004629609	0.0002334093	0	9.03E-05	0.0001779268	3.46E-05	3.69E-05	0.0001151015	0.000112557	0.000135605	0.0016238804	0.0014837625	0.0010334858	0.0053672924	0.0012672665	0.0006614003	0.0010603485	0.000787794	0.0012425074	0.0015858081	0.0010511937	0.0031286063	8.66E-05	0.000298256	4.37E-05	0.000258981	0.000215624	3.32E-06	3.68E-06	0.000205619	4.18E-05	1.69E-05	3.45E-06	4.70E-05	3.56E-05	5.25E-06	6.75E-05	9.40E-05	0.000254891	3.17E-05	6.23E-05	4.57E-05	0.000453511	7.99E-05	2.36E-05	2.67E-05	5.14E-05	0.000105983	0.000189044	2.92E-06	0.000244069	6.18E-05	2.49E-05	0.00017425	6.14E-05	9.25E-06	4.49E-05	7.41E-06	0.000107768	3.51E-05	9.53E-06	5.82E-05	6.75E-05	0.00010959	0.000181753
Choline_bitartrate_degradation_putative	0.0003839497	0.0128170054	0.0081112112	0.0027287255	0.0030302593	0.0016615611	0.0058216498	0.0363762055	0	0.0160534308	0.0025104472	0	0	0	0.000380078	0.0051190171	0	0.0015650152	0	0	0	0	0	0.000525208	3.24E-05	0.0007629504	0.0012752803	0	3.89E-05	0.0001050563	1.85E-05	0.0008314358	0.0001249582	5.48E-05	0.0006801178	0.0002561523	0.0002049054	0.0027243726	5.19E-05	0.0002101899	0.000548294	0.0099500712	0.0011477183	0.0001660259	0.000456046	0.000825141	0.0005946093	0	0	0	0.0188558446	1.21E-05	0.0009902632	6.40E-05	0.0007744202	0.0001988012	0.0016127508	0.0020546514	0.0001636028	4.10E-06	0	0	2.63E-05	3.23E-06	0	1.13E-05	2.64E-05	0	6.49E-06	0	0.000129807	0	1.24E-06	2.41E-05	0	0	0	0	0	1.78E-05	0	9.70E-05	0.000228551	6.64E-06	5.85E-05	1.23E-05	0	1.01E-05	1.52E-05	0.000140497	8.12E-07	6.65E-05	0.000981995	1.35E-06	0.000150527	0.000334111	2.30E-06	0	1.72E-05	0	4.42E-05	2.87E-06
Chromosome_Replication	0.0244365414	0.0125699202	0.0695341305	0.0048847054	0.0107241892	0.01000025	0.0163825321	0.0510409371	0.0039788326	0.0153067335	0.0091452007	0	0	0	0.0230296524	0	0	0.002235736	0.1594896332	0	0	0	0.0071392875	0.0011311943	0.0023654612	0.0027623165	0.0033158935	0.0003568887	0.0098736753	0.0010871046	0.0021421114	0.0041412843	0.0004498495	0.0002741416	0.0013828372	0.0002981668	0.0051133208	0.008932423	0.0006224247	0.0046241783	0.0038842739	0.0394107894	0.0051163344	0.0076384553	0.0016114208	0.0074122879	0.0131084822	0.0024358206	0.0024539149	0.0004394349	0.0424216652	0.005069066	0.0060352774	0.0046023639	0.0093713239	0.0019084914	0.0031391927	0.0142863568	0.0256429535	0.000217859	5.37E-05	0.00022819	6.31E-05	0.000103008	0.000115055	2.17E-05	0.00216677	0.000363013	0	0.000280254	0.000317257	0.000129016	0.000185872	1.74E-05	7.82E-05	2.71E-05	1.42E-05	0.000131725	5.29E-05	0.000198524	0.00326519	0.000258566	0.000314719	0.000118444	0.000339169	0.000387136	3.71E-05	9.76E-05	0.000562081	0.000432934	5.07E-05	0.000138526	0.00213967	0.00036895	0.000355859	0.000965526	4.14E-05	8.59E-05	6.67E-06	9.01E-05	0.000661619	0.000143001
clustering_of_2_heat_shock_proteins_phosphoenolpyruvate_carboxykinase_and_a_putative_hydrolase	0.0009717486	0.0107379495	0.006824786	0.002550576	0.0201282817	0.0080752408	0.0802368641	0.0549825753	0.0034704262	0.0209339076	0.0020448773	0.0032039302	0	0	0.0008643311	0.0255950857	0.0068985341	0.0028170274	0	0	0	0	0.0019990005	0.0036110165	0.0031284593	0.0052555743	0.0037601634	0.0020548471	0.0037453598	0.0020495811	0.0025741799	0.0102842323	0.0026186472	0.0021911465	0.003127468	0.0018769159	0.0050177207	0.0183843926	0.0024358004	0.0038853979	0.0078442664	0.0625812699	0.0093379528	0.0047182683	0.0050806617	0.0071143644	0.0062991017	0.0002954863	0.0002303999	0.0001745057	0.0433305227	0.0003213857	0.0024112173	0.0002540324	0.0030208818	0.000762999	0.0040261419	0.0045078016	0.0012120414	0.000672974	0.000197566	0.000414145	0.000339339	0.000767553	0.000318175	0.000182891	0.00144967	0.000593649	0.00016603	0.000821408	0.000754884	0.000835794	0.000416032	0.00035305	0.000854667	0.000393758	0.000341975	0.000477428	0.000574038	0.000990993	0.00127152	0.000577185	0.00120963	0.000941169	0.000886007	0.00109108	0.000334102	0.000466238	0.00099402	0.00104464	0.000591595	0.00078084	0.00248133	0.000597398	0.000828484	0.00135681	0.000232058	0.000449375	0.00037423	0.000658951	0.00119826	0.000574598
CO2_fixation	0.3697111201	0.1872414492	0.3099120447	0.3910255633	0.5379437633	0.3125719715	0.4000035381	0.2452007534	0.3360837365	0.3029792899	0.375005123	0.2779734663	0.3037355659	0.1980534949	0.393452552	0.3325532926	0.2861933506	0.166129396	0.219902373	0	0.123935667	0	0.2348078692	0.209819405	0.2020591237	0.1922945363	0.1437825886	0.1985644161	0.2295101249	0.2003267516	0.2264335226	0.1828343967	0.1697949593	0.221976124	0.1638763509	0.1693175348	0.2376558479	0.222198656	0.2474296914	0.1980614721	0.2006163635	0.222378102	0.2040130903	0.1668256844	0.2137294128	0.1388731993	0.2234190855	0.281284148	0.329653171	0.206518019	0.3010320116	0.3583976366	0.3750509597	0.3773436169	0.2533945192	0.3569885169	0.268156293	0.2462312242	0.3136089034	0.166637	0.196699	0.203795	0.166256	0.233589	0.215027	0.158489	0.300957	0.252697	0.132842	0.178983	0.227523	0.179116	0.180999	0.200626	0.129867	0.245249	0.200913	0.176352	0.202975	0.242186	0.263212	0.176242	0.230714	0.176561	0.211346	0.189253	0.158766	0.198819	0.18956	0.220635	0.219079	0.257169	0.224141	0.196238	0.267503	0.22393	0.213086	0.19269	0.166549	0.199796	0.138585	0.249493
Coenzyme_A	0.2151841278	0.6129040592	0.5958752902	0.505156129	0.6424142809	0.6785231164	0.4931439199	0.4272762129	0.5180187435	0.2572944246	0.36942529	0.4510929336	0.2685287449	0.6797859687	0.2099656843	0.4307084151	0.7090160008	0.4757094647	0.4784688995	0	0.6753915694	0.3623188406	0.4214230753	0.6620498455	0.5733231866	0.5881446208	0.6110188272	0.5289578849	0.5691000148	0.5488841619	0.5942714939	0.5607113735	0.626483869	0.821273115	0.5017541754	0.6713174126	0.5913410056	0.3928706626	0.4379845448	0.5641899112	0.5718969693	0.4812495309	0.4697294494	0.6350500444	0.5836911166	0.539908369	0.5440930644	0.6159922529	0.5139733518	0.5876057953	0.5151815934	0.4386000231	0.385949374	0.4210838478	0.6127404753	0.4630066966	0.5516039664	0.5737266538	0.6448931555	0.50316	0.474888	0.472245	0.453649	0.351921	0.365547	0.308281	0.53328	0.44864	0.287433	0.451173	0.394495	0.359253	0.357541	0.437278	0.485585	0.39548	0.36498	0.338596	0.403191	0.417315	0.455127	0.361954	0.426212	0.447844	0.434086	0.475995	0.448507	0.403786	0.383384	0.433397	0.398568	0.390044	0.442584	0.372363	0.350894	0.409368	0.485192	0.365045	0.42076	0.400013	0.358725	0.399249
Coenzyme_B	2.48E-05	0.0270253284	9.19E-05	0.0012405601	0.0045960811	0.0033750844	0.004095633	0.0002358044	0	0.0014952197	7.97E-05	0	0.0014264114	0	5.38E-05	0	0	0	0	0	0	0	0	0.0001052274	0.0002916322	0.0006330309	0	0.001070666	0.0005053456	0.0006394733	0.0001477318	0	2.50E-05	0.0002741416	0.0040926395	0	4.19E-05	0.0021786397	0.0014115703	0	0.0001354979	0.0002701852	0.0028562359	0.0001107023	0.0001726522	3.29E-05	0	0.0035184076	0.0010272202	0	0.0001529627	0.0001448305	0.0002480251	0.0001624364	0.0001233069	0.0028627371	0.0017353988	0.0001269898	0.0009087066	0	2.22E-05	6.73E-06	0	0	0	0	3.35E-05	4.61E-05	0	0	0	0	0	8.67E-06	0	5.01E-05	1.65E-05	0	2.51E-05	1.68E-06	7.93E-05	0	0	0	1.30E-05	3.52E-06	1.94E-06	1.45E-05	0	0	0	0.000153019	0	0	0	7.37E-06	0	0	0.000174061	0	0	9.86E-06
Coenzyme_F420	0.000470648	0.0439947206	0	0.0117336311	0.0022980405	0.0051251281	0.0051195413	0.0028939633	0.0013262775	0.0041465371	0.0011556027	0.0017799612	0.0190188191	0	0.0005114709	0	0.0287438919	0.002235736	0	0	0	0	0	0.0014907212	0.0064051071	0.0093611836	9.75E-05	0.0174025711	0.0081114445	0.0112760455	0.0053552784	0.0001196903	2.50E-05	0.0050807575	0.0743659133	8.95E-05	0.0012992864	0.0550723817	0.0186468072	0.0007006331	0.0053295852	0.0083625603	0.0627557591	0.001131623	0.0042012043	0.0002525668	4.52E-05	0.0056835815	0.0007799264	4.88E-05	0.0004588882	0.0008689827	0.0003031418	0.0005053576	0.0002466138	0.0039959039	0.0031834067	0.0002469247	0.001945213	0.00155931	0.000321093	0.00106294	0.00170538	0.00868346	0.000136575	0.00268962	0.00882781	0.0025764	0.000607792	0.000594932	0.000193198	0.00122458	0.000101913	0.00105971	0.000917275	0.0019546	0.00481488	0.00363232	0.00381224	0.00246767	0.00875279	0.00578859	0.000108277	0.00252744	0.00204988	0.00188521	0.000421621	0.00142504	0.000434401	0.00178955	0.00204435	0.00383262	0.0026804	0.00103567	2.97E-06	0.00215224	0.000133287	0.00389501	0.0060328	0.00261367	0	0.00293836
Coenzyme_M	0.0252415973	0.0561456435	0.0007348389	0.0098986359	0	0.0030834104	0.0088738716	0.0021222397	0.0026525551	0.0044702444	0.0037457467	0	0.0223471125	0	0.0229354341	0	0	0.002235736	0.1594896332	0	0	0	0.0035696437	0.0019028618	0.008269393	0.010262773	0	0.0223820177	0.0098607177	0.0157097269	0.0077805424	0	0	0.0049528248	0.0894863304	9.94E-06	0.001257374	0.0659583183	0.020916064	0.0013312028	0.006338292	0.0090248434	0.077298133	0.0014883303	0.0058509923	0.000395322	3.01E-05	0.0085479261	0.0014076721	0	0.0008327971	0.0007724291	0.0012125672	0.0012182728	0.0006165345	0.006187687	0.004723527	0.000370387	0.0026638796	0	0.000107257	0	0	0	0	0	1.96E-05	0	0	0	0	0	1.86E-06	3.86E-05	0	0.000209041	0.00034225	0	2.66E-06	1.35E-05	0.000159206	0	0	0	0.000153596	5.26E-05	0	7.03E-05	3.05E-06	0	5.27E-05	0.000781319	9.25E-06	8.12E-06	0	1.23E-05	0	0.00011985	0.000816842	0	0	8.26E-06
Cold_shock	0.0280407145	0.0163408962	0.0184628273	0.0175229116	0.0107241892	0.0161254031	0.0225259817	0.0325838826	0.0132627754	0.0609032268	0.0165769215	0.0128157206	0.0313810516	0.0476417342	0.0296653149	0	0	0.006707208	0	0	0	0	0	0.007313303	0.0148408385	0.0103586868	0.0151815907	0.0160599899	0.0073858201	0.0149636747	0.0083468477	0.0106284985	0.0107963886	0.007730793	0.0138702765	0.0120459368	0.0069574693	0.016884458	0.0081693244	0.0094585466	0.0068200624	0.0242029892	0.0117537411	0.0129521633	0.0089203653	0.0106407511	0.0126564656	0.0106454383	0.0071715188	0.0081051324	0.0229953979	0.0034035158	0.0064486526	0.0083654732	0.0065763677	0.0053079917	0.0099923598	0.0080956022	0.0126969964	0.00901902	0.0153215	0.0181122	0.016312	0.0194612	0.0158173	0.0153029	0.0163187	0.0197462	0.0163368	0.00490006	0.0129457	0.0144743	0.0129626	0.0176767	0.00750459	0.0150101	0.0125323	0.0148333	0.0126642	0.0209172	0.0208571	0.0157768	0.0221514	0.0107396	0.014081	0.00949189	0.0116056	0.0181129	0.0137462	0.0157088	0.0226203	0.0215088	0.0138497	0.0146629	0.0152191	0.0163365	0.0178094	0.0130666	0.0184646	0.0140611	0.0182836	0.026968
